file_id,accuracy,stress,phones,total,text,phones-accuracy,speaker_id
30140129,10,10,['AY0'],10,I,[2.0],3014
30140129,10,10,"['N', 'OW0']",10,KNOW,"[2.0, 2.0]",3014
30140129,10,10,"['W', 'IY0']",10,WE,"[2.0, 2.0]",3014
30140129,10,10,['AA0'],10,ARE,[2.0],3014
30140132,10,10,"['HH', 'IY0']",10,HE,"[2.0, 1.8]",3014
30140132,10,10,"['D', 'AH0', 'Z']",10,DOES,"[2.0, 2.0, 1.8]",3014
30140132,10,10,"['N', 'AH0', 'T']",10,NOT,"[2.0, 2.0, 2.0]",3014
30140132,10,10,"['N', 'OW0']",10,KNOW,"[2.0, 2.0]",3014
30140132,10,10,"['W', 'AH0', 'T']",10,WHAT,"[2.0, 2.0, 2.0]",3014
30140132,10,10,"['HH', 'IY0']",10,HE,"[2.0, 1.8]",3014
30140132,10,10,"['W', 'AH1', 'N', 'T', 'S']",10,WANTS,"[2.0, 1.8, 2.0, 2.0, 2.0]",3014
30140134,10,10,"['SH', 'IY0']",10,SHE,"[2.0, 2.0]",3014
30140134,10,10,"['IH0', 'Z']",10,IS,"[2.0, 1.8]",3014
30140134,10,10,"['IH0', 'L', 'EH1', 'V', 'N']",10,ELEVEN,"[2.0, 2.0, 2.0, 2.0, 2.0]",3014
30140134,10,10,"['Y', 'IH', 'AH0', 'R', 'Z']",10,YEARS,"[2.0, 2.0, 2.0, 2.0, 1.8]",3014
30140134,10,10,"['OW0', 'L', 'D']",10,OLD,"[2.0, 2.0, 2.0]",3014
30140144,10,10,"['DH', 'EY0']",10,THEY,"[2.0, 2.0]",3014
30140144,10,10,"['L', 'UH0', 'K', 'T']",10,LOOKED,"[2.0, 2.0, 2.0, 1.8]",3014
30140144,10,10,"['AE0', 'T']",10,AT,"[2.0, 2.0]",3014
30140144,10,10,"['HH', 'IH0', 'M']",10,HIM,"[2.0, 2.0, 2.0]",3014
30140147,10,10,"['IH0', 'T']",10,IT,"[2.0, 2.0]",3014
30140147,10,10,"['G', 'OW0', 'Z']",10,GOES,"[2.0, 2.0, 1.8]",3014
30140147,10,10,"['AH0', 'P']",10,UP,"[2.0, 2.0]",3014
30140147,10,10,"['T', 'UW0']",10,TOO,"[2.0, 2.0]",3014
30140147,10,10,"['HH', 'AY0']",10,HIGH,"[2.0, 2.0]",3014
30140173,10,10,"['Y', 'EH0', 'S']",10,YES,"[2.0, 2.0, 2.0]",3014
30140173,10,10,"['HH', 'UW0']",10,WHO,"[2.0, 2.0]",3014
30140173,10,10,"['W', 'AH0', 'Z']",10,WAS,"[2.0, 2.0, 2.0]",3014
30140173,10,10,"['IH0', 'T']",10,IT,"[2.0, 2.0]",3014
30200005,10,10,"['W', 'EH0', 'L']",10,WELL,"[2.0, 2.0, 2.0]",3020
30200005,10,10,"['IH0', 'N']",10,IN,"[2.0, 2.0]",3020
30200005,10,10,"['DH', 'AE0', 'T']",10,THAT,"[2.0, 2.0, 2.0]",3020
30200005,10,10,"['K', 'AA0', 'R', 'S']",10,CARS,"[2.0, 2.0, 2.0, 2.0]",3020
30200005,10,10,"['T', 'UW0']",10,TO,"[2.0, 1.8]",3020
30200005,10,10,"['B', 'IY0']",10,BE,"[2.0, 2.0]",3020
30200005,10,10,"['SH', 'UH', 'AH0']",10,SURE,"[2.0, 1.6, 1.6]",3020
30200005,10,10,"['L', 'EH0', 'T']",10,LET,"[2.0, 2.0, 1.8]",3020
30200005,10,10,"['DH', 'AH0', 'M']",10,THEM,"[2.0, 2.0, 2.0]",3020
30200005,10,10,"['G', 'OW0']",10,GO,"[2.0, 2.0]",3020
30200011,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",3020
30200011,10,10,"['B', 'EY1', 'B', 'IY0']",10,BABY,"[2.0, 2.0, 2.0, 2.0]",3020
30200011,10,10,"['W', 'AH0', 'Z']",10,WAS,"[2.0, 2.0, 1.8]",3020
30200011,10,10,"['HH', 'AH1', 'NG', 'G', 'R', 'IY0']",10,HUNGRY,"[2.0, 1.8, 2.0, 2.0, 2.0, 2.0]",3020
30200016,10,10,"['DH', 'IH0', 'S']",10,THIS,"[2.0, 2.0, 2.0]",3020
30200016,10,10,"['W', 'AH0', 'Z']",10,WAS,"[2.0, 2.0, 2.0]",3020
30200016,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",3020
30200016,10,10,"['R', 'UW0', 'M']",10,ROOM,"[2.0, 2.0, 2.0]",3020
30200018,10,10,"['K', 'AH0', 'M']",10,COME,"[2.0, 2.0, 2.0]",3020
30200018,10,10,"['W', 'IH0', 'DH']",10,WITH,"[2.0, 2.0, 1.8]",3020
30200018,10,10,"['M', 'IY0']",10,ME,"[2.0, 2.0]",3020
30200018,10,10,"['T', 'AH0', 'M', 'AH1', 'R', 'OW0']",10,TOMORROW,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",3020
30200019,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",3020
30200019,10,10,"['W', 'IH0', 'DH']",10,WITH,"[2.0, 2.0, 1.8]",3020
30200019,10,10,"['Y', 'UW0']",10,YOU,"[2.0, 1.8]",3020
30200019,10,10,"['T', 'EY0', 'K']",10,TAKE,"[2.0, 2.0, 2.0]",3020
30200019,10,10,['AH0'],10,A,[2.0],3020
30200019,10,10,"['D', 'R', 'IH0', 'NG', 'K']",10,DRINK,"[2.0, 2.0, 2.0, 2.0, 2.0]",3020
30200021,10,10,['OW0'],10,OH,[2.0],3020
30200021,10,10,['AY0'],10,I,[2.0],3020
30200021,10,10,"['HH', 'AE0', 'D']",10,HAD,"[2.0, 2.0, 2.0]",3020
30200021,10,10,"['L', 'AH0', 'V', 'D']",10,LOVED,"[2.0, 2.0, 2.0, 2.0]",3020
30200021,10,10,"['Y', 'UW0']",10,YOU,"[2.0, 2.0]",3020
30200021,10,10,"['F', 'AA0']",10,FAR,"[2.0, 2.0]",3020
30200021,10,10,"['S', 'OW0']",10,SO,"[2.0, 2.0]",3020
30200021,10,10,"['L', 'AO0', 'NG']",10,LONG,"[2.0, 1.6, 2.0]",3020
30200021,10,10,['AH0'],10,A,[2.0],3020
30200021,10,10,"['T', 'AY0', 'M']",10,TIME,"[2.0, 2.0, 2.0]",3020
30200037,10,10,"['DH', 'IH0', 'S']",10,THIS,"[2.0, 2.0, 2.0]",3020
30200037,10,10,"['W', 'ER0']",10,WERE,"[2.0, 2.0]",3020
30200037,10,10,"['Y', 'UH', 'AH0']",10,YOUR,"[2.0, 2.0, 2.0]",3020
30200037,10,10,"['N', 'EY0', 'M']",10,NAME,"[1.6, 2.0, 2.0]",3020
30200037,10,10,"['W', 'AH0', 'Z']",10,WAS,"[2.0, 2.0, 2.0]",3020
30200037,10,10,"['IH0', 'T']",10,IT,"[2.0, 2.0]",3020
30200041,10,10,"['D', 'UH0']",10,DO,"[2.0, 1.8]",3020
30200041,10,10,"['Y', 'UW0']",10,YOU,"[2.0, 1.8]",3020
30200041,10,10,"['W', 'AA0', 'N', 'T']",10,WANT,"[2.0, 2.0, 2.0, 2.0]",3020
30200041,10,10,['AH0'],10,A,[2.0],3020
30200041,10,10,"['D', 'R', 'IH0', 'NG', 'K']",10,DRINK,"[2.0, 2.0, 2.0, 2.0, 2.0]",3020
30200049,10,10,"['T', 'EH0', 'L']",10,TELL,"[2.0, 2.0, 2.0]",3020
30200049,10,10,"['AH0', 'S']",10,US,"[2.0, 2.0]",3020
30200049,10,10,"['HH', 'UW0']",10,WHO,"[2.0, 2.0]",3020
30200049,10,10,"['Y', 'UW0']",10,YOU,"[2.0, 2.0]",3020
30200049,10,10,['AA0'],10,ARE,[2.0],3020
30200057,8,10,"['SH', 'IY0']",8,SHE,"[1.2, 2.0]",3020
30200057,10,10,"['L', 'UH0', 'K', 'T']",10,LOOKED,"[2.0, 2.0, 2.0, 2.0]",3020
30200057,10,10,"['AE0', 'Z']",10,AS,"[2.0, 1.6]",3020
30200057,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",3020
30200057,10,10,"['K', 'L', 'AH0', 'K']",10,CLOCK,"[2.0, 2.0, 2.0, 2.0]",3020
30200076,10,10,"['W', 'IH0', 'L']",10,WILL,"[2.0, 2.0, 2.0]",3020
30200076,10,10,"['Y', 'UW0']",10,YOU,"[2.0, 2.0]",3020
30200076,10,10,"['D', 'UH0']",10,DO,"[2.0, 1.8]",3020
30200076,10,10,"['DH', 'AE0', 'T']",10,THAT,"[2.0, 2.0, 2.0]",3020
30200078,10,10,"['N', 'AW0']",10,NOW,"[2.0, 2.0]",3020
30200078,10,10,"['DH', 'EH0', 'N']",10,THEN,"[2.0, 2.0, 2.0]",3020
30200078,10,10,"['DH', 'EH0', 'R']",10,THERE,"[2.0, 2.0, 2.0]",3020
30200078,10,10,"['AO0', 'L']",10,ALL,"[2.0, 2.0]",3020
30200078,10,10,"['F', 'AO0']",10,FOR,"[2.0, 2.0]",3020
30200078,10,10,"['Y', 'UW0']",10,YOU,"[2.0, 2.0]",3020
30200078,10,10,"['G', 'OW0']",10,GO,"[2.0, 2.0]",3020
30200078,10,10,"['T', 'AH0', 'G', 'EH0', 'DH', 'ER0']",10,TOGETHER,"[2.0, 1.8, 2.0, 2.0, 2.0, 2.0]",3020
30200087,10,10,"['DH', 'EH0', 'R']",10,THERE,"[2.0, 2.0, 2.0]",3020
30200087,10,10,"['K', 'AH0', 'M', 'Z']",9,COMES,"[2.0, 2.0, 2.0, 1.6]",3020
30200087,10,10,"['W', 'AH0', 'N']",10,ONE,"[2.0, 2.0, 2.0]",3020
30200087,10,10,"['AH0', 'V']",10,OF,"[2.0, 1.6]",3020
30200087,10,10,"['DH', 'AH0', 'M']",10,THEM,"[2.0, 2.0, 1.6]",3020
30200101,10,10,"['DH', 'IH0', 'S']",10,THIS,"[2.0, 2.0, 2.0]",3020
30200101,10,10,"['IH0', 'Z']",10,IS,"[2.0, 2.0]",3020
30200101,10,10,"['W', 'AY0']",10,WHY,"[2.0, 2.0]",3020
30200101,10,10,"['IH0', 'T']",10,IT,"[2.0, 1.8]",3020
30200101,10,10,"['D', 'AH0', 'Z']",10,DOES,"[2.0, 2.0, 2.0]",3020
30200101,10,10,"['S', 'OW0']",10,SO,"[2.0, 2.0]",3020
30200105,10,10,['AY0'],10,I,[2.0],3020
30200105,10,10,"['AH0', 'M']",10,AM,"[1.6, 2.0]",3020
30200105,10,10,"['N', 'AH0', 'T']",10,NOT,"[2.0, 2.0, 2.0]",3020
30200105,10,10,['AH0'],10,A,[2.0],3020
30200105,10,10,"['P', 'AH0', 'L', 'IY1', 'S', 'M', 'AH0', 'N']",10,POLICEMAN,"[2.0, 1.6, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]",3020
30200108,10,10,"['B', 'AH0', 'T']",10,BUT,"[2.0, 2.0, 2.0]",3020
30200108,10,10,"['HH', 'IH', 'AH0']",10,HERE,"[2.0, 2.0, 2.0]",3020
30200108,10,10,"['HH', 'IY0']",10,HE,"[2.0, 2.0]",3020
30200108,10,10,"['K', 'AH0', 'M', 'Z']",10,COMES,"[2.0, 2.0, 2.0, 1.8]",3020
30200108,10,10,"['AH0', 'G', 'EY0', 'N']",10,AGAIN,"[2.0, 2.0, 2.0, 2.0]",3020
30200137,10,10,"['T', 'EH0', 'L']",10,TELL,"[2.0, 2.0, 2.0]",3020
30200137,10,10,"['HH', 'AH0']",10,HER,"[2.0, 2.0]",3020
30200137,10,10,"['S', 'OW0']",10,SO,"[2.0, 2.0]",3020
30200137,10,10,"['W', 'IH0', 'DH']",10,WITH,"[2.0, 2.0, 1.6]",3020
30200137,10,10,"['M', 'AY0']",10,MY,"[2.0, 2.0]",3020
30200137,10,10,"['L', 'AH0', 'V']",10,LOVE,"[2.0, 2.0, 2.0]",3020
30200151,10,10,"['W', 'UH0', 'D']",10,WOULD,"[2.0, 2.0, 2.0]",3020
30200151,10,10,"['Y', 'UW0']",10,YOU,"[2.0, 1.8]",3020
30200151,10,10,"['HH', 'AE0', 'V']",10,HAVE,"[2.0, 2.0, 2.0]",3020
30200151,9,10,"['D', 'AH0', 'N']",9,DONE,"[2.0, 1.6, 1.6]",3020
30200151,10,10,"['IH0', 'T']",10,IT,"[2.0, 2.0]",3020
30200153,10,10,['AY0'],10,I,[2.0],3020
30200153,10,10,"['T', 'EY0', 'K']",10,TAKE,"[2.0, 2.0, 2.0]",3020
30200153,10,10,"['P', 'IY1', 'P', 'L']",10,PEOPLE,"[2.0, 2.0, 2.0, 2.0]",3020
30200153,10,10,"['Y', 'UW0']",10,YOU,"[2.0, 2.0]",3020
30200153,10,10,"['N', 'OW0']",10,KNOW,"[2.0, 2.0]",3020
30200153,10,10,"['AE0', 'Z']",10,AS,"[2.0, 2.0]",3020
30200153,10,10,['AY0'],10,I,[2.0],3020
30200153,10,10,"['F', 'AY0', 'N', 'D']",10,FIND,"[2.0, 2.0, 2.0, 2.0]",3020
30200153,10,10,"['DH', 'AH0', 'M']",10,THEM,"[2.0, 2.0, 1.6]",3020
30200164,10,10,"['IH0', 'T']",10,IT,"[2.0, 2.0]",3020
30200164,10,10,"['W', 'UH0', 'D']",10,WOULD,"[2.0, 2.0, 2.0]",3020
30200164,10,10,"['D', 'UH0']",10,DO,"[2.0, 1.8]",3020
30200164,10,10,"['Y', 'UW0']",10,YOU,"[2.0, 1.8]",3020
30200164,10,10,['AH0'],10,A,[1.6],3020
30200164,10,10,"['L', 'AH0', 'T']",10,LOT,"[2.0, 2.0, 2.0]",3020
30200164,10,10,"['AH0', 'V']",10,OF,"[2.0, 1.8]",3020
30200164,10,10,"['G', 'UH0', 'D']",10,GOOD,"[2.0, 2.0, 2.0]",3020
30210005,10,10,['AY0'],10,I,[2.0],3021
30210005,10,10,"['HH', 'IH', 'AH0']",10,HEAR,"[2.0, 2.0, 2.0]",3021
30210005,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",3021
30210005,8,10,"['D', 'AA1', 'K', 'T', 'ER0', 'S']",8,DOCTOR'S,"[2.0, 2.0, 2.0, 2.0, 2.0, 1.2]",3021
30210005,10,10,"['HH', 'AO0', 'S']",10,HORSE,"[2.0, 2.0, 2.0]",3021
30210032,10,10,['AY0'],10,I,[2.0],3021
30210032,10,10,"['AH0', 'M']",10,AM,"[1.6, 2.0]",3021
30210032,10,10,"['L', 'IH1', 'S', 'N', 'IH0', 'NG']",10,LISTENING,"[2.0, 2.0, 2.0, 1.6, 2.0, 2.0]",3021
30210032,10,10,"['T', 'UW0']",10,TO,"[2.0, 1.8]",3021
30210032,10,10,"['Y', 'UW0']",10,YOU,"[2.0, 1.8]",3021
30210041,10,10,['AY0'],10,I,[2.0],3021
30210041,10,10,"['P', 'L', 'EY0']",10,PLAY,"[2.0, 2.0, 2.0]",3021
30210041,10,10,"['W', 'IH0', 'DH']",10,WITH,"[2.0, 2.0, 2.0]",3021
30210041,10,10,"['IH0', 'T']",10,IT,"[2.0, 2.0]",3021
30210041,10,10,"['AA1', 'F', 'T', 'AH0']",10,AFTER,"[2.0, 2.0, 2.0, 2.0]",3021
30210041,10,10,"['S', 'K', 'UW0', 'L']",10,SCHOOL,"[2.0, 2.0, 2.0, 2.0]",3021
30210042,10,10,"['AE0', 'N', 'D']",10,AND,"[2.0, 2.0, 2.0]",3021
30210042,10,10,"['S', 'OW0']",10,SO,"[2.0, 2.0]",3021
30210042,10,10,"['IH0', 'T']",10,IT,"[2.0, 2.0]",3021
30210042,10,10,"['IH0', 'Z']",10,IS,"[1.6, 1.6]",3021
30210042,10,10,"['W', 'IH0', 'DH']",10,WITH,"[2.0, 2.0, 1.8]",3021
30210042,10,10,"['AO0', 'L']",10,ALL,"[2.0, 1.8]",3021
30210042,10,10,"['AH0', 'V']",10,OF,"[2.0, 1.8]",3021
30210042,10,10,"['AH0', 'S']",10,US,"[2.0, 2.0]",3021
30210044,10,10,"['DH', 'EH0', 'N']",10,THEN,"[2.0, 2.0, 2.0]",3021
30210044,10,10,"['HH', 'IH', 'AH0']",10,HEAR,"[2.0, 2.0, 2.0]",3021
30210044,10,10,"['DH', 'AH0', 'M']",10,THEM,"[2.0, 2.0, 1.8]",3021
30210044,10,10,"['F', 'AA1', 'DH', 'ER0']",10,FATHER,"[2.0, 2.0, 2.0, 2.0]",3021
30210045,10,10,"['DH', 'EH0', 'R']",10,THERE,"[2.0, 2.0, 2.0]",3021
30210045,10,10,"['Y', 'UW0']",10,YOU,"[2.0, 2.0]",3021
30210045,10,10,['AA0'],10,ARE,[2.0],3021
30210045,10,10,"['DH', 'EH0', 'N']",10,THEN,"[2.0, 2.0, 2.0]",3021
30210047,10,10,"['HH', 'IY0']",10,HE,"[2.0, 2.0]",3021
30210047,10,10,"['T', 'ER0', 'N']",10,TURN,"[2.0, 2.0, 2.0]",3021
30210047,10,10,"['B', 'AE0', 'K']",10,BACK,"[2.0, 2.0, 2.0]",3021
30210047,10,10,"['T', 'UW0']",10,TO,"[2.0, 1.8]",3021
30210047,10,10,"['HH', 'IH0', 'Z']",10,HIS,"[2.0, 2.0, 1.6]",3021
30210047,10,10,"['W', 'AH0', 'CH']",10,WATCH,"[2.0, 2.0, 2.0]",3021
30210050,10,10,"['W', 'AH0', 'Z']",10,WAS,"[2.0, 2.0, 1.6]",3021
30210050,10,10,"['DH', 'EH0', 'R']",10,THERE,"[2.0, 2.0, 2.0]",3021
30210050,10,10,"['EH1', 'N', 'IY0']",10,ANY,"[1.8, 2.0, 1.6]",3021
30210050,10,10,"['AH0', 'S']",10,US,"[2.0, 2.0]",3021
30210060,10,10,"['HH', 'IY0']",10,HE,"[2.0, 1.8]",3021
30210060,10,10,"['W', 'IH0', 'L']",10,WILL,"[2.0, 2.0, 1.6]",3021
30210060,10,10,"['HH', 'EH0', 'L', 'P']",10,HELP,"[2.0, 2.0, 2.0, 1.8]",3021
30210060,10,10,"['M', 'IY0']",10,ME,"[2.0, 2.0]",3021
30210060,10,10,"['F', 'AY0', 'N', 'D']",10,FIND,"[2.0, 2.0, 2.0, 1.6]",3021
30210060,10,10,['AH0'],10,A,[2.0],3021
30210060,10,10,"['R', 'UW0', 'M']",10,ROOM,"[2.0, 2.0, 2.0]",3021
30210074,10,10,"['W', 'IH0', 'L']",10,WILL,"[2.0, 2.0, 1.8]",3021
30210074,10,10,"['Y', 'UW0']",10,YOU,"[2.0, 1.8]",3021
30210074,10,10,"['T', 'IY0']",10,TEA,"[2.0, 2.0]",3021
30210074,10,10,"['T', 'EH0', 'L']",10,TELL,"[2.0, 2.0, 2.0]",3021
30210074,10,10,"['HH', 'IH0', 'M']",10,HIM,"[2.0, 2.0, 2.0]",3021
30210079,10,10,['AY0'],10,I,[2.0],3021
30210079,10,10,"['D', 'UH0']",10,DO,"[2.0, 1.8]",3021
30210079,10,10,"['N', 'AH0', 'T']",10,NOT,"[2.0, 2.0, 2.0]",3021
30210079,10,10,"['W', 'IH0', 'SH']",10,WISH,"[2.0, 2.0, 2.0]",3021
30210079,10,10,"['T', 'UW0']",10,TO,"[2.0, 1.8]",3021
30210079,10,10,"['S', 'IY0']",10,SEE,"[2.0, 2.0]",3021
30210079,10,10,"['Y', 'UW0']",10,YOU,"[2.0, 2.0]",3021
30210079,10,10,"['AH0', 'G', 'EY0', 'N']",10,AGAIN,"[1.4, 2.0, 1.8, 2.0]",3021
30210082,10,10,"['IH0', 'T']",10,IT,"[2.0, 2.0]",3021
30210082,10,10,"['IH0', 'Z']",10,IS,"[2.0, 2.0]",3021
30210082,10,10,"['OW1', 'V', 'ER0']",10,OVER,"[2.0, 2.0, 2.0]",3021
30210082,10,10,"['AO0', 'L', 'R', 'EH1', 'D', 'IY0']",10,ALREADY,"[2.0, 1.6, 2.0, 2.0, 2.0, 1.6]",3021
30210118,10,10,"['W', 'IY0']",10,WE,"[2.0, 2.0]",3021
30210118,3,10,"['W', 'ER0']",4,WERE,"[2.0, 0.8]",3021
30210118,10,10,"['AO0', 'L']",10,ALL,"[2.0, 2.0]",3021
30210118,3,10,"['SH', 'UH', 'AH0']",4,SURE,"[2.0, 0.6000000000000001, 0.6000000000000001]",3021
30210118,10,10,"['AH0', 'V']",10,OF,"[2.0, 1.8]",3021
30210118,10,10,"['DH', 'AE0', 'T']",10,THAT,"[2.0, 2.0, 2.0]",3021
30210123,10,10,"['IH0', 'Z']",10,IS,"[2.0, 2.0]",3021
30210123,10,10,"['DH', 'IH0', 'S']",10,THIS,"[2.0, 2.0, 2.0]",3021
30210123,10,10,"['W', 'EH0', 'L']",10,WELL,"[2.0, 2.0, 2.0]",3021
30210123,8,10,"['D', 'AH0', 'N']",8,DONE,"[2.0, 1.4, 1.6]",3021
30210137,10,10,"['B', 'AH0', 'T']",10,BUT,"[2.0, 1.8, 2.0]",3021
30210137,10,10,"['K', 'EH0', 'R']",10,CARE,"[2.0, 2.0, 2.0]",3021
30210137,10,10,"['K', 'EH0', 'R']",10,CARE,"[2.0, 2.0, 2.0]",3021
30210137,10,10,"['K', 'EH0', 'R']",10,CARE,"[2.0, 2.0, 2.0]",3021
30210143,10,10,"['IH0', 'T']",10,IT,"[2.0, 2.0]",3021
30210143,10,10,"['IH0', 'Z']",10,IS,"[2.0, 1.8]",3021
30210143,10,10,"['OW1', 'N', 'L', 'IY0']",10,ONLY,"[2.0, 2.0, 2.0, 2.0]",3021
30210143,10,10,"['F', 'AO0']",10,FOUR,"[2.0, 2.0]",3021
30210143,8,10,"['F', 'IY0', 'T']",8,FEET,"[2.0, 2.0, 1.8]",3021
30210143,10,10,"['HH', 'AY0']",10,HIGH,"[2.0, 2.0]",3021
30210152,10,10,"['HH', 'IY0']",10,HE,"[2.0, 2.0]",3021
30210152,10,10,"['OW1', 'N', 'L', 'IY0']",10,ONLY,"[2.0, 2.0, 2.0, 2.0]",3021
30210152,10,10,"['R', 'AY0', 'T', 'S']",10,WRITES,"[2.0, 2.0, 1.6, 1.6]",3021
30210152,10,10,"['T', 'UW0']",10,TO,"[2.0, 1.8]",3021
30210152,10,10,"['T', 'EH0', 'L']",10,TELL,"[2.0, 2.0, 2.0]",3021
30210152,10,10,"['M', 'IY0']",10,ME,"[2.0, 1.8]",3021
30210152,10,10,['AH0'],10,A,[1.4],3021
30210152,10,10,"['P', 'L', 'EY0', 'S']",10,PLACE,"[2.0, 2.0, 2.0, 2.0]",3021
30210152,10,10,"['AH0', 'V']",10,OF,"[2.0, 1.6]",3021
30210152,8,10,"['N', 'Y', 'UW0', 'Z']",8,NEWS,"[1.6, 2.0, 2.0, 1.6]",3021
30210164,10,10,"['W', 'AH0', 'T']",10,WHAT,"[2.0, 2.0, 2.0]",3021
30210164,10,10,"['W', 'UH1', 'M', 'AH0', 'N']",10,WOMAN,"[2.0, 2.0, 2.0, 2.0, 2.0]",3021
30210164,10,10,"['HH', 'UW0']",10,WHO,"[2.0, 2.0]",3021
30210164,10,10,"['R', 'IH', 'AH1', 'L', 'IY0']",10,REALLY,"[2.0, 2.0, 2.0, 2.0, 2.0]",3021
30210164,10,10,"['L', 'AH0', 'V', 'D']",10,LOVED,"[2.0, 2.0, 1.8, 2.0]",3021
30210164,10,10,"['W', 'UH0', 'D']",10,WOULD,"[2.0, 2.0, 2.0]",3021
30210165,10,10,"['T', 'EH0', 'L']",10,TELL,"[2.0, 2.0, 2.0]",3021
30210165,10,10,"['M', 'IY0']",10,ME,"[2.0, 1.8]",3021
30210165,10,10,"['W', 'AH0', 'T']",10,WHAT,"[2.0, 1.8, 2.0]",3021
30210165,10,10,"['Y', 'UW0']",10,YOU,"[2.0, 1.8]",3021
30210165,10,10,"['W', 'UH0', 'D']",10,WOULD,"[2.0, 2.0, 2.0]",3021
30210165,10,10,"['D', 'UH0']",10,DO,"[2.0, 1.8]",3021
30210175,10,10,"['W', 'AY0']",10,WHY,"[2.0, 2.0]",3021
30210175,10,10,"['W', 'UH0', 'D']",10,WOULD,"[2.0, 2.0, 2.0]",3021
30210175,10,10,"['Y', 'UW0']",10,YOU,"[2.0, 1.8]",3021
30210175,10,10,"['R', 'AY0', 'T']",10,WRITE,"[2.0, 2.0, 1.8]",3021
30210175,10,10,"['T', 'UW0']",10,TO,"[2.0, 1.8]",3021
30210175,10,10,"['M', 'IY0']",10,ME,"[2.0, 2.0]",3021
30230003,3,10,"['B', 'AH0', 'T']",4,BUT,"[2.0, 1.2, 1.6]",3023
30230003,10,10,"['IH0', 'T', 'S']",10,IT'S,"[2.0, 2.0, 2.0]",3023
30230003,10,10,['AH0'],10,A,[2.0],3023
30230003,10,10,"['R', 'IH', 'AH1', 'L', 'IY0']",10,REALLY,"[2.0, 1.8, 1.8, 2.0, 2.0]",3023
30230003,10,10,"['N', 'AY0', 'S']",10,NICE,"[2.0, 2.0, 2.0]",3023
30230003,10,10,"['P', 'R', 'IH1', 'Z', 'N']",10,PRISON,"[2.0, 2.0, 2.0, 1.8, 2.0]",3023
30230003,10,10,"['S', 'OW0']",10,SO,"[2.0, 2.0]",3023
30230018,10,10,"['AH0', 'N']",10,AND,"[2.0, 2.0]",3023
30230018,10,10,"['HH', 'IY0', 'Z']",10,HE'S,"[2.0, 2.0, 1.8]",3023
30230018,10,10,"['N', 'AH0', 'T']",10,NOT,"[2.0, 2.0, 2.0]",3023
30230018,10,10,"['IH0', 'N']",10,IN,"[2.0, 2.0]",3023
30230018,10,10,"['L', 'AH0', 'V']",10,LOVE,"[2.0, 2.0, 2.0]",3023
30230018,10,10,"['W', 'IH0', 'DH']",10,WITH,"[2.0, 2.0, 2.0]",3023
30230018,10,10,"['M', 'IY0']",10,ME,"[2.0, 2.0]",3023
30230056,10,10,"['W', 'AH0', 'N']",10,ONE,"[2.0, 2.0, 2.0]",3023
30230056,10,10,"['AH0', 'V']",10,OF,"[2.0, 2.0]",3023
30230056,10,10,"['DH', 'EH0', 'M']",10,THEM,"[2.0, 1.6, 2.0]",3023
30230056,10,10,"['T', 'ER0', 'N', 'D']",10,TURNED,"[2.0, 2.0, 2.0, 2.0]",3023
30230056,10,10,"['AH0', 'N']",10,ON,"[2.0, 2.0]",3023
30230056,10,10,"['HH', 'IH0', 'M']",10,HIM,"[2.0, 2.0, 2.0]",3023
30230060,10,10,"['AO0', 'TH', 'AH1', 'R', 'IH0', 'T', 'IH0', 'Z']",10,AUTHORITIES,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.6]",3023
30230060,10,10,"['K', 'L', 'EY0', 'M', 'Z']",10,CLAIMS,"[2.0, 2.0, 2.0, 2.0, 1.6]",3023
30230060,10,10,"['DH', 'AE0', 'T']",10,THAT,"[2.0, 2.0, 2.0]",3023
30230060,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",3023
30230060,10,10,"['K', 'IH1', 'L', 'IH0', 'NG', 'Z']",10,KILLINGS,"[2.0, 2.0, 2.0, 2.0, 2.0, 1.8]",3023
30230060,10,10,"['W', 'AH0']",10,WERE,"[2.0, 2.0]",3023
30230060,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",3023
30230060,10,10,"['K', 'R', 'AY0', 'M']",10,CRIME,"[2.0, 2.0, 2.0, 1.8]",3023
30230060,10,10,"['AH0', 'V']",10,OF,"[2.0, 1.8]",3023
30230060,10,10,"['AE1', 'NG', 'G', 'ER0']",10,ANGER,"[2.0, 1.8, 2.0, 2.0]",3023
30230086,10,10,"['DH', 'AH0']",10,THE,"[2.0, 2.0]",3023
30230086,10,10,"['K', 'EY0', 'S']",10,CASE,"[2.0, 2.0, 2.0]",3023
30230086,10,10,"['IH0', 'Z']",10,IS,"[2.0, 1.8]",3023
30230086,10,10,"['S', 'T', 'IH0', 'L']",10,STILL,"[2.0, 2.0, 2.0, 2.0]",3023
30230086,10,10,"['AH0', 'N']",10,ON,"[2.0, 1.8]",3023
